Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-102097,2023-05-12,2023-05-16,Same Day,CUST-1257,Customer_393,Consumer,USA,Chicago,Illinois,Central,PROD-245,Furniture,Tables,Study Table,168.12,6,0.2,28.14
ORD-102098,2024-12-19,2024-12-20,Second Class,CUST-1675,Customer_760,Home Office,USA,Seattle,Washington,West,PROD-375,Furniture,Tables,Study Table,459.6,2,0,26.02
ORD-102099,2023-11-19,2023-11-26,First Class,CUST-1707,Customer_236,Corporate,USA,Los Angeles,California,West,PROD-463,Furniture,Chairs,Office Chair,207.23,1,0.3,3.41
ORD-102100,2023-01-11,2023-01-14,Standard Class,CUST-1306,Customer_244,Home Office,USA,New York,New York,East,PROD-961,Furniture,Chairs,Office Chair,725.4,4,0,54.47
ORD-102101,2023-02-20,2023-02-25,Second Class,CUST-1383,Customer_710,Home Office,USA,Houston,Texas,South,PROD-357,Furniture,Tables,Study Table,644.96,8,0,107.41
ORD-102102,2023-05-15,2023-05-17,First Class,CUST-1717,Customer_553,Consumer,USA,New York,New York,East,PROD-704,Office Supplies,Binders,Binder,714.03,4,0,147.85
ORD-102103,2023-07-04,2023-07-10,Same Day,CUST-1849,Customer_589,Consumer,USA,New York,New York,East,PROD-313,Furniture,Chairs,Office Chair,502.79,8,0.1,77.02
ORD-102104,2023-08-29,2023-09-05,Standard Class,CUST-1169,Customer_349,Corporate,USA,Los Angeles,California,West,PROD-833,Office Supplies,Binders,Binder,367.2,7,0,98.47
ORD-102105,2024-07-09,2024-07-15,First Class,CUST-1752,Customer_540,Home Office,USA,Chicago,Illinois,Central,PROD-296,Furniture,Tables,Study Table,76.18,5,0.2,7.11
ORD-102106,2024-07-08,2024-07-10,Second Class,CUST-1018,Customer_758,Home Office,USA,Chicago,Illinois,Central,PROD-372,Office Supplies,Paper,Copy Paper,716.39,7,0.1,45.67
ORD-102107,2024-02-12,2024-02-16,First Class,CUST-1754,Customer_383,Consumer,USA,Los Angeles,California,West,PROD-904,Office Supplies,Paper,Copy Paper,375.16,3,0,99.63
ORD-102108,2024-08-22,2024-08-26,Standard Class,CUST-1546,Customer_188,Corporate,USA,Los Angeles,California,West,PROD-846,Office Supplies,Binders,Binder,189.16,3,0,9.87
ORD-102109,2024-11-10,2024-11-16,First Class,CUST-1901,Customer_185,Home Office,USA,Houston,Texas,South,PROD-113,Technology,Accessories,Wireless Mouse,458.28,5,0.2,51.69
ORD-102110,2023-04-03,2023-04-10,Second Class,CUST-1608,Customer_12,Consumer,USA,Los Angeles,California,West,PROD-720,Technology,Accessories,Wireless Mouse,923.62,4,0,112.56
ORD-102111,2024-12-20,2024-12-26,Same Day,CUST-1408,Customer_1,Corporate,USA,Houston,Texas,South,PROD-950,Furniture,Tables,Study Table,834.85,3,0.1,33.34
ORD-102112,2023-12-17,2023-12-24,First Class,CUST-1662,Customer_41,Consumer,USA,New York,New York,East,PROD-834,Office Supplies,Binders,Binder,441.7,6,0,29.46
ORD-102113,2023-08-26,2023-08-31,Second Class,CUST-1551,Customer_635,Consumer,USA,New York,New York,East,PROD-237,Technology,Phones,Smartphone,583.42,2,0,83.24
ORD-102114,2023-06-14,2023-06-17,Standard Class,CUST-1711,Customer_48,Corporate,USA,Houston,Texas,South,PROD-121,Technology,Phones,Smartphone,950.64,2,0,138.39
ORD-102115,2024-06-25,2024-06-27,Same Day,CUST-1850,Customer_57,Corporate,USA,Houston,Texas,South,PROD-546,Furniture,Tables,Study Table,333.96,1,0,50.11
ORD-102116,2023-05-13,2023-05-17,Same Day,CUST-1177,Customer_205,Corporate,USA,Chicago,Illinois,Central,PROD-533,Technology,Accessories,Wireless Mouse,30.12,6,0.2,2.75
ORD-102117,2023-04-03,2023-04-07,Second Class,CUST-1805,Customer_421,Consumer,USA,Houston,Texas,South,PROD-112,Office Supplies,Paper,Copy Paper,860.24,3,0.3,15.34
ORD-102118,2024-10-20,2024-10-27,Second Class,CUST-1732,Customer_102,Corporate,USA,Seattle,Washington,West,PROD-457,Furniture,Chairs,Office Chair,718.3,5,0.1,75.36
ORD-102119,2023-10-10,2023-10-17,Same Day,CUST-1535,Customer_371,Corporate,USA,Chicago,Illinois,Central,PROD-530,Technology,Phones,Smartphone,470.57,4,0.1,69.39
ORD-102120,2023-02-02,2023-02-06,Standard Class,CUST-1838,Customer_285,Corporate,USA,Boston,Massachusetts,East,PROD-928,Technology,Accessories,Wireless Mouse,612.32,5,0,126.09
ORD-102121,2023-03-13,2023-03-17,Standard Class,CUST-1855,Customer_507,Home Office,USA,Chicago,Illinois,Central,PROD-730,Furniture,Chairs,Office Chair,521.37,2,0.1,18.22
ORD-102122,2024-08-01,2024-08-03,Second Class,CUST-1455,Customer_316,Corporate,USA,Los Angeles,California,West,PROD-890,Furniture,Chairs,Office Chair,60.35,3,0,7.35
ORD-102123,2023-10-01,2023-10-02,Second Class,CUST-1513,Customer_399,Home Office,USA,Houston,Texas,South,PROD-361,Technology,Accessories,Wireless Mouse,283.29,4,0.1,63.8
ORD-102124,2024-04-04,2024-04-09,Second Class,CUST-1387,Customer_780,Consumer,USA,New York,New York,East,PROD-528,Technology,Accessories,Wireless Mouse,876.66,6,0.2,89.8
ORD-102125,2024-07-26,2024-07-31,First Class,CUST-1064,Customer_669,Consumer,USA,New York,New York,East,PROD-103,Furniture,Chairs,Office Chair,189.5,8,0.2,22.45
ORD-102126,2024-09-01,2024-09-04,First Class,CUST-1178,Customer_94,Corporate,USA,Los Angeles,California,West,PROD-843,Office Supplies,Binders,Binder,633.31,6,0,107.93
ORD-102127,2023-10-13,2023-10-15,Second Class,CUST-1488,Customer_547,Consumer,USA,Chicago,Illinois,Central,PROD-368,Office Supplies,Binders,Binder,838.52,1,0,163.84
ORD-102128,2024-11-19,2024-11-23,Standard Class,CUST-1300,Customer_228,Corporate,USA,New York,New York,East,PROD-617,Furniture,Chairs,Office Chair,849.5,8,0.3,78.7
ORD-102129,2024-06-19,2024-06-22,Same Day,CUST-1863,Customer_668,Corporate,USA,Chicago,Illinois,Central,PROD-999,Technology,Accessories,Wireless Mouse,70.2,8,0.3,5.88
ORD-102130,2024-03-01,2024-03-04,Same Day,CUST-1566,Customer_69,Corporate,USA,Houston,Texas,South,PROD-774,Furniture,Tables,Study Table,685.85,3,0.1,150.03
ORD-102131,2023-11-01,2023-11-07,Standard Class,CUST-1960,Customer_62,Consumer,USA,New York,New York,East,PROD-563,Office Supplies,Binders,Binder,820.15,6,0.3,116.65
ORD-102132,2024-05-01,2024-05-07,Standard Class,CUST-1714,Customer_466,Home Office,USA,Los Angeles,California,West,PROD-961,Office Supplies,Binders,Binder,30.87,2,0.2,2.69
ORD-102133,2024-07-29,2024-08-02,Standard Class,CUST-1233,Customer_723,Consumer,USA,New York,New York,East,PROD-554,Furniture,Chairs,Office Chair,376.07,4,0.1,14.41
ORD-102134,2023-10-01,2023-10-05,Same Day,CUST-1681,Customer_217,Consumer,USA,Seattle,Washington,West,PROD-937,Office Supplies,Binders,Binder,227.05,4,0.1,34.23
ORD-102135,2024-02-19,2024-02-23,Same Day,CUST-1933,Customer_589,Home Office,USA,Boston,Massachusetts,East,PROD-387,Technology,Phones,Smartphone,199.38,3,0,30.94
ORD-102136,2023-03-25,2023-03-30,Second Class,CUST-1514,Customer_779,Corporate,USA,New York,New York,East,PROD-792,Office Supplies,Binders,Binder,517.92,8,0.2,60.97
ORD-102137,2024-09-04,2024-09-11,First Class,CUST-1696,Customer_174,Home Office,USA,New York,New York,East,PROD-627,Furniture,Tables,Study Table,756.4,8,0.2,85.99
ORD-102138,2024-12-11,2024-12-16,First Class,CUST-1868,Customer_23,Home Office,USA,Seattle,Washington,West,PROD-752,Furniture,Tables,Study Table,43.59,7,0,10.88
ORD-102139,2023-11-06,2023-11-11,Same Day,CUST-1783,Customer_717,Consumer,USA,Los Angeles,California,West,PROD-658,Technology,Accessories,Wireless Mouse,700.58,2,0,80.98
ORD-102140,2024-02-16,2024-02-22,Standard Class,CUST-1780,Customer_72,Corporate,USA,Boston,Massachusetts,East,PROD-881,Furniture,Tables,Study Table,418.99,1,0,40.52
ORD-102141,2023-06-16,2023-06-21,Standard Class,CUST-1689,Customer_581,Home Office,USA,Boston,Massachusetts,East,PROD-263,Technology,Phones,Smartphone,207.82,8,0.2,32.28
ORD-102142,2024-05-17,2024-05-18,Second Class,CUST-1474,Customer_93,Corporate,USA,Seattle,Washington,West,PROD-855,Technology,Accessories,Wireless Mouse,708.38,7,0,172.25
ORD-102143,2023-01-07,2023-01-12,Standard Class,CUST-1211,Customer_736,Home Office,USA,Houston,Texas,South,PROD-705,Furniture,Chairs,Office Chair,188.18,5,0.2,15.62
ORD-102144,2024-07-02,2024-07-08,First Class,CUST-1703,Customer_656,Home Office,USA,Boston,Massachusetts,East,PROD-808,Technology,Accessories,Wireless Mouse,681.08,2,0,197.11
ORD-102145,2023-01-20,2023-01-21,Standard Class,CUST-1631,Customer_349,Home Office,USA,Chicago,Illinois,Central,PROD-549,Furniture,Chairs,Office Chair,460.65,7,0.1,82.78
ORD-102146,2023-07-14,2023-07-15,First Class,CUST-1674,Customer_252,Consumer,USA,Chicago,Illinois,Central,PROD-814,Furniture,Chairs,Office Chair,959.42,3,0,103.62
ORD-102147,2023-05-31,2023-06-07,Same Day,CUST-1514,Customer_6,Corporate,USA,Boston,Massachusetts,East,PROD-749,Office Supplies,Paper,Copy Paper,476.59,2,0.2,18.07
ORD-102148,2024-01-21,2024-01-27,Standard Class,CUST-1105,Customer_389,Home Office,USA,Chicago,Illinois,Central,PROD-971,Office Supplies,Paper,Copy Paper,684.24,4,0,185.26
ORD-102149,2023-09-16,2023-09-23,First Class,CUST-1001,Customer_205,Corporate,USA,Seattle,Washington,West,PROD-893,Office Supplies,Paper,Copy Paper,903.23,3,0.3,106.36
ORD-102150,2023-02-17,2023-02-18,Standard Class,CUST-1208,Customer_32,Home Office,USA,Houston,Texas,South,PROD-744,Technology,Phones,Smartphone,424.02,3,0,25.71
ORD-102151,2024-07-06,2024-07-07,Second Class,CUST-1615,Customer_425,Home Office,USA,Seattle,Washington,West,PROD-278,Office Supplies,Paper,Copy Paper,465.18,2,0.1,31.43
ORD-102152,2024-10-28,2024-11-04,Standard Class,CUST-1468,Customer_151,Home Office,USA,Chicago,Illinois,Central,PROD-619,Furniture,Chairs,Office Chair,757.22,6,0,162.9
ORD-102153,2024-11-06,2024-11-11,Standard Class,CUST-1077,Customer_430,Home Office,USA,Chicago,Illinois,Central,PROD-102,Office Supplies,Binders,Binder,648.75,3,0.1,121.86
ORD-102154,2024-03-09,2024-03-14,Same Day,CUST-1401,Customer_136,Consumer,USA,Boston,Massachusetts,East,PROD-670,Technology,Phones,Smartphone,861.41,7,0,215.31
ORD-102155,2023-02-03,2023-02-08,Second Class,CUST-1944,Customer_432,Consumer,USA,Los Angeles,California,West,PROD-788,Technology,Phones,Smartphone,632.4,4,0.1,27.96
ORD-102156,2023-09-28,2023-10-01,Second Class,CUST-1657,Customer_260,Corporate,USA,Chicago,Illinois,Central,PROD-634,Technology,Accessories,Wireless Mouse,807.01,6,0.1,151.36
ORD-102157,2024-11-27,2024-12-04,Second Class,CUST-1305,Customer_167,Home Office,USA,Houston,Texas,South,PROD-997,Technology,Phones,Smartphone,195.07,2,0.3,34.45
ORD-102158,2024-01-18,2024-01-20,Same Day,CUST-1372,Customer_255,Consumer,USA,Houston,Texas,South,PROD-287,Office Supplies,Binders,Binder,593.86,1,0,171.75
ORD-102159,2024-07-18,2024-07-21,Same Day,CUST-1664,Customer_780,Corporate,USA,Seattle,Washington,West,PROD-100,Furniture,Tables,Study Table,826.46,7,0.3,3.88
ORD-102160,2023-05-16,2023-05-23,First Class,CUST-1363,Customer_228,Home Office,USA,Chicago,Illinois,Central,PROD-882,Technology,Accessories,Wireless Mouse,331.88,7,0.3,22.26
ORD-102161,2024-03-11,2024-03-14,Second Class,CUST-1894,Customer_410,Home Office,USA,Seattle,Washington,West,PROD-378,Technology,Phones,Smartphone,793.98,8,0,174.61
ORD-102162,2024-06-06,2024-06-11,Same Day,CUST-1254,Customer_531,Corporate,USA,Los Angeles,California,West,PROD-383,Technology,Phones,Smartphone,876.79,6,0.2,107.79
ORD-102163,2024-12-30,2025-01-03,Same Day,CUST-1412,Customer_475,Home Office,USA,Houston,Texas,South,PROD-894,Technology,Accessories,Wireless Mouse,961.52,4,0,150.93
ORD-102164,2024-10-01,2024-10-06,Same Day,CUST-1991,Customer_683,Consumer,USA,Houston,Texas,South,PROD-238,Furniture,Chairs,Office Chair,146.76,2,0.2,12.86
ORD-102165,2023-02-21,2023-02-24,Second Class,CUST-1011,Customer_394,Corporate,USA,Los Angeles,California,West,PROD-507,Office Supplies,Binders,Binder,200.83,7,0.1,34.33
ORD-102166,2023-03-16,2023-03-20,Second Class,CUST-1602,Customer_755,Home Office,USA,Seattle,Washington,West,PROD-910,Office Supplies,Binders,Binder,193.38,7,0,27.89
ORD-102167,2024-07-15,2024-07-17,Same Day,CUST-1727,Customer_508,Corporate,USA,Los Angeles,California,West,PROD-725,Furniture,Chairs,Office Chair,867.86,8,0.1,146.66
ORD-102168,2023-07-11,2023-07-14,Standard Class,CUST-1535,Customer_258,Home Office,USA,Houston,Texas,South,PROD-932,Technology,Phones,Smartphone,138.99,5,0,25.2
ORD-102169,2023-09-10,2023-09-11,Second Class,CUST-1412,Customer_11,Consumer,USA,Chicago,Illinois,Central,PROD-104,Technology,Accessories,Wireless Mouse,976.53,4,0.2,30.43
ORD-102170,2023-03-10,2023-03-13,Standard Class,CUST-1979,Customer_313,Home Office,USA,Chicago,Illinois,Central,PROD-767,Technology,Phones,Smartphone,931.35,8,0,242.17
ORD-102171,2024-11-08,2024-11-10,Same Day,CUST-1329,Customer_156,Home Office,USA,New York,New York,East,PROD-963,Furniture,Chairs,Office Chair,233.37,2,0,12.64
ORD-102172,2024-07-10,2024-07-14,Second Class,CUST-1760,Customer_684,Home Office,USA,Los Angeles,California,West,PROD-238,Technology,Phones,Smartphone,651.54,7,0.3,55.99
ORD-102173,2023-10-31,2023-11-01,Second Class,CUST-1031,Customer_584,Corporate,USA,Chicago,Illinois,Central,PROD-536,Office Supplies,Binders,Binder,74.5,3,0,8.07
ORD-102174,2024-03-14,2024-03-19,Standard Class,CUST-1664,Customer_379,Corporate,USA,New York,New York,East,PROD-646,Office Supplies,Binders,Binder,567.53,5,0.2,62.52
ORD-102175,2023-05-15,2023-05-16,Same Day,CUST-1418,Customer_103,Home Office,USA,New York,New York,East,PROD-540,Furniture,Tables,Study Table,261.08,6,0,42.33
ORD-102176,2024-08-08,2024-08-11,First Class,CUST-1502,Customer_264,Consumer,USA,Houston,Texas,South,PROD-827,Technology,Accessories,Wireless Mouse,852.58,5,0,108.62
ORD-102177,2023-06-17,2023-06-20,Same Day,CUST-1099,Customer_14,Consumer,USA,Los Angeles,California,West,PROD-608,Technology,Phones,Smartphone,492.52,4,0.2,43.8
ORD-102178,2024-05-16,2024-05-20,Same Day,CUST-1088,Customer_776,Home Office,USA,Los Angeles,California,West,PROD-880,Office Supplies,Paper,Copy Paper,91.81,3,0,6.02
ORD-102179,2024-11-10,2024-11-12,Standard Class,CUST-1604,Customer_204,Home Office,USA,New York,New York,East,PROD-595,Technology,Accessories,Wireless Mouse,836.66,6,0.3,166.46
ORD-102180,2023-07-18,2023-07-20,First Class,CUST-1281,Customer_460,Corporate,USA,Houston,Texas,South,PROD-663,Technology,Phones,Smartphone,312.3,4,0,78.88
ORD-102181,2024-09-15,2024-09-16,Same Day,CUST-1886,Customer_132,Consumer,USA,Chicago,Illinois,Central,PROD-422,Furniture,Tables,Study Table,45.16,7,0.3,10.37
ORD-102182,2023-03-09,2023-03-10,Same Day,CUST-1644,Customer_35,Home Office,USA,Boston,Massachusetts,East,PROD-670,Furniture,Tables,Study Table,334.93,7,0.2,9.32
ORD-102183,2024-01-01,2024-01-02,First Class,CUST-1080,Customer_275,Corporate,USA,Houston,Texas,South,PROD-492,Office Supplies,Paper,Copy Paper,961.79,4,0,255.81
ORD-102184,2023-07-17,2023-07-20,First Class,CUST-1354,Customer_558,Home Office,USA,New York,New York,East,PROD-180,Office Supplies,Binders,Binder,567.18,2,0,100.52
ORD-102185,2023-04-08,2023-04-11,First Class,CUST-1254,Customer_617,Home Office,USA,Houston,Texas,South,PROD-219,Furniture,Chairs,Office Chair,723.95,5,0.2,78.26
ORD-102186,2024-02-12,2024-02-13,Second Class,CUST-1913,Customer_13,Home Office,USA,Boston,Massachusetts,East,PROD-418,Furniture,Tables,Study Table,22.64,8,0,1.2
ORD-102187,2023-11-23,2023-11-26,Second Class,CUST-1182,Customer_84,Home Office,USA,New York,New York,East,PROD-124,Office Supplies,Binders,Binder,985.02,5,0,198.04
ORD-102188,2024-11-28,2024-11-30,Second Class,CUST-1526,Customer_381,Home Office,USA,Seattle,Washington,West,PROD-667,Furniture,Tables,Study Table,773.57,7,0.3,133.71
ORD-102189,2024-02-13,2024-02-19,Second Class,CUST-1401,Customer_330,Consumer,USA,Chicago,Illinois,Central,PROD-722,Office Supplies,Paper,Copy Paper,666.87,1,0.2,96.78
ORD-102190,2024-12-15,2024-12-18,Second Class,CUST-1739,Customer_243,Corporate,USA,New York,New York,East,PROD-838,Furniture,Tables,Study Table,698.21,5,0.3,97.8
ORD-102191,2024-03-03,2024-03-05,Standard Class,CUST-1515,Customer_520,Consumer,USA,Los Angeles,California,West,PROD-880,Technology,Phones,Smartphone,612.8,4,0.1,64.34
ORD-102192,2024-03-18,2024-03-22,Standard Class,CUST-1695,Customer_733,Consumer,USA,New York,New York,East,PROD-713,Office Supplies,Binders,Binder,992.55,8,0,197.66
ORD-102193,2024-12-17,2024-12-22,Second Class,CUST-1830,Customer_400,Corporate,USA,New York,New York,East,PROD-202,Office Supplies,Binders,Binder,868.34,5,0,63.36
ORD-102194,2023-04-09,2023-04-12,Same Day,CUST-1246,Customer_191,Home Office,USA,Seattle,Washington,West,PROD-222,Furniture,Chairs,Office Chair,569.66,6,0,51.7
ORD-102195,2023-04-25,2023-04-30,Second Class,CUST-1150,Customer_19,Corporate,USA,Boston,Massachusetts,East,PROD-331,Furniture,Tables,Study Table,309.36,1,0.1,71.05
ORD-102196,2024-09-07,2024-09-11,First Class,CUST-1303,Customer_492,Home Office,USA,Boston,Massachusetts,East,PROD-814,Technology,Phones,Smartphone,487.86,8,0,68.71
ORD-102197,2023-02-28,2023-03-07,Standard Class,CUST-1296,Customer_400,Home Office,USA,Seattle,Washington,West,PROD-175,Office Supplies,Paper,Copy Paper,920.16,3,0,64.39
ORD-102198,2024-09-24,2024-09-29,Same Day,CUST-1823,Customer_397,Corporate,USA,Chicago,Illinois,Central,PROD-235,Office Supplies,Paper,Copy Paper,585.05,4,0.1,145.74
ORD-102199,2024-02-22,2024-02-24,Standard Class,CUST-1141,Customer_768,Corporate,USA,Los Angeles,California,West,PROD-175,Furniture,Chairs,Office Chair,924.39,7,0,99.85
ORD-102200,2024-07-01,2024-07-04,Standard Class,CUST-1221,Customer_398,Home Office,USA,New York,New York,East,PROD-510,Technology,Accessories,Wireless Mouse,496.44,6,0.2,117.56
ORD-102201,2023-02-19,2023-02-22,Standard Class,CUST-1379,Customer_46,Consumer,USA,New York,New York,East,PROD-848,Furniture,Tables,Study Table,60.7,4,0.1,5.44
ORD-102202,2024-06-27,2024-07-03,Standard Class,CUST-1011,Customer_222,Home Office,USA,New York,New York,East,PROD-144,Office Supplies,Paper,Copy Paper,280.66,7,0,57.81
ORD-102203,2024-08-29,2024-08-30,Standard Class,CUST-1622,Customer_269,Corporate,USA,Los Angeles,California,West,PROD-261,Technology,Phones,Smartphone,646.31,4,0,91.26
ORD-102204,2024-12-06,2024-12-08,Standard Class,CUST-1588,Customer_665,Consumer,USA,Houston,Texas,South,PROD-501,Furniture,Chairs,Office Chair,702.19,8,0,75.71
ORD-102205,2023-02-12,2023-02-13,Same Day,CUST-1956,Customer_303,Home Office,USA,Seattle,Washington,West,PROD-429,Office Supplies,Paper,Copy Paper,62.14,7,0.1,7.28
ORD-102206,2023-09-21,2023-09-28,First Class,CUST-1710,Customer_293,Corporate,USA,Chicago,Illinois,Central,PROD-330,Office Supplies,Paper,Copy Paper,62.97,3,0,14.91
ORD-102207,2024-06-10,2024-06-11,Same Day,CUST-1356,Customer_645,Corporate,USA,New York,New York,East,PROD-642,Office Supplies,Binders,Binder,638.01,1,0,146.48
ORD-102208,2023-08-05,2023-08-08,First Class,CUST-1152,Customer_127,Corporate,USA,Chicago,Illinois,Central,PROD-731,Furniture,Chairs,Office Chair,980.74,7,0,261.6
ORD-102209,2024-05-21,2024-05-22,Same Day,CUST-1105,Customer_431,Consumer,USA,Chicago,Illinois,Central,PROD-417,Office Supplies,Paper,Copy Paper,392.29,7,0,114.7
ORD-102210,2024-07-08,2024-07-12,Same Day,CUST-1923,Customer_416,Consumer,USA,New York,New York,East,PROD-234,Furniture,Tables,Study Table,310.41,1,0.3,8.87
ORD-102211,2023-07-21,2023-07-24,Standard Class,CUST-1069,Customer_452,Consumer,USA,New York,New York,East,PROD-795,Furniture,Chairs,Office Chair,46.63,6,0,13.46
ORD-102212,2024-10-12,2024-10-13,Same Day,CUST-1585,Customer_64,Corporate,USA,Houston,Texas,South,PROD-232,Furniture,Tables,Study Table,329.71,2,0,45.08
ORD-102213,2023-07-03,2023-07-06,First Class,CUST-1057,Customer_727,Corporate,USA,Chicago,Illinois,Central,PROD-370,Technology,Phones,Smartphone,260.39,4,0,33.04
ORD-102214,2024-01-10,2024-01-12,First Class,CUST-1740,Customer_472,Consumer,USA,New York,New York,East,PROD-686,Office Supplies,Paper,Copy Paper,700.51,6,0.1,123.21
ORD-102215,2023-03-23,2023-03-30,Same Day,CUST-1594,Customer_220,Corporate,USA,Boston,Massachusetts,East,PROD-438,Office Supplies,Binders,Binder,446.03,7,0.3,99.99
ORD-102216,2024-02-02,2024-02-03,First Class,CUST-1642,Customer_687,Home Office,USA,Seattle,Washington,West,PROD-571,Technology,Accessories,Wireless Mouse,883.48,4,0.3,125.29
ORD-102217,2024-02-10,2024-02-15,Same Day,CUST-1867,Customer_486,Home Office,USA,New York,New York,East,PROD-190,Furniture,Chairs,Office Chair,68.19,8,0,19.96
ORD-102218,2024-07-09,2024-07-12,First Class,CUST-1442,Customer_501,Consumer,USA,Los Angeles,California,West,PROD-322,Technology,Phones,Smartphone,572.39,2,0,32.27
ORD-102219,2023-07-14,2023-07-21,Same Day,CUST-1296,Customer_266,Consumer,USA,Los Angeles,California,West,PROD-290,Office Supplies,Paper,Copy Paper,228.45,8,0.3,5.33
ORD-102220,2024-07-28,2024-07-30,Second Class,CUST-1264,Customer_170,Corporate,USA,Chicago,Illinois,Central,PROD-584,Technology,Accessories,Wireless Mouse,819.17,3,0.1,101.59
ORD-102221,2023-08-31,2023-09-05,Standard Class,CUST-1139,Customer_245,Home Office,USA,Boston,Massachusetts,East,PROD-286,Technology,Accessories,Wireless Mouse,726.51,4,0,154.69
ORD-102222,2023-01-23,2023-01-28,Second Class,CUST-1528,Customer_286,Corporate,USA,New York,New York,East,PROD-241,Furniture,Chairs,Office Chair,83.95,1,0.2,4.8
ORD-102223,2023-08-06,2023-08-09,Standard Class,CUST-1818,Customer_689,Corporate,USA,Houston,Texas,South,PROD-439,Office Supplies,Paper,Copy Paper,612.56,2,0.2,29
ORD-102224,2023-11-25,2023-12-02,Standard Class,CUST-1936,Customer_454,Corporate,USA,New York,New York,East,PROD-546,Furniture,Chairs,Office Chair,696.24,5,0,190.89
ORD-102225,2024-08-05,2024-08-11,Standard Class,CUST-1733,Customer_403,Corporate,USA,Seattle,Washington,West,PROD-351,Office Supplies,Binders,Binder,217.7,2,0,17.65
ORD-102226,2023-08-07,2023-08-13,Second Class,CUST-1504,Customer_461,Corporate,USA,Los Angeles,California,West,PROD-578,Technology,Accessories,Wireless Mouse,993.04,7,0.3,183.48
ORD-102227,2023-08-12,2023-08-14,Same Day,CUST-1028,Customer_454,Consumer,USA,New York,New York,East,PROD-312,Furniture,Tables,Study Table,955.84,1,0.1,250.57
ORD-102228,2024-07-25,2024-07-28,Second Class,CUST-1638,Customer_516,Corporate,USA,New York,New York,East,PROD-238,Technology,Accessories,Wireless Mouse,801.62,7,0,163.2
ORD-102229,2024-10-07,2024-10-10,Standard Class,CUST-1135,Customer_508,Corporate,USA,New York,New York,East,PROD-118,Office Supplies,Paper,Copy Paper,647.51,1,0.3,41.69
ORD-102230,2024-11-22,2024-11-28,Second Class,CUST-1380,Customer_583,Consumer,USA,Houston,Texas,South,PROD-962,Furniture,Tables,Study Table,516.21,6,0.1,74
ORD-102231,2024-03-16,2024-03-23,First Class,CUST-1649,Customer_414,Corporate,USA,Los Angeles,California,West,PROD-521,Technology,Phones,Smartphone,260.21,1,0.1,20.23
ORD-102232,2023-03-14,2023-03-17,Second Class,CUST-1106,Customer_536,Consumer,USA,Seattle,Washington,West,PROD-701,Furniture,Tables,Study Table,328.76,5,0.1,62.93
ORD-102233,2024-12-16,2024-12-23,Standard Class,CUST-1263,Customer_614,Home Office,USA,Seattle,Washington,West,PROD-618,Office Supplies,Paper,Copy Paper,753.59,8,0.2,140.93
ORD-102234,2024-03-13,2024-03-14,Second Class,CUST-1146,Customer_427,Corporate,USA,Seattle,Washington,West,PROD-403,Office Supplies,Paper,Copy Paper,817.59,6,0,218.05
ORD-102235,2023-08-10,2023-08-12,Standard Class,CUST-1133,Customer_104,Consumer,USA,Los Angeles,California,West,PROD-835,Office Supplies,Paper,Copy Paper,975.85,4,0,266.7
ORD-102236,2024-07-15,2024-07-20,First Class,CUST-1575,Customer_348,Consumer,USA,Boston,Massachusetts,East,PROD-357,Office Supplies,Binders,Binder,667.32,2,0,88.34
ORD-102237,2023-01-17,2023-01-18,Second Class,CUST-1140,Customer_198,Home Office,USA,Boston,Massachusetts,East,PROD-643,Technology,Phones,Smartphone,691.35,3,0.1,148.87
ORD-102238,2024-12-21,2024-12-24,Same Day,CUST-1732,Customer_473,Home Office,USA,Houston,Texas,South,PROD-616,Furniture,Chairs,Office Chair,830.18,3,0.3,25.24
ORD-102239,2024-12-13,2024-12-17,Same Day,CUST-1059,Customer_338,Home Office,USA,New York,New York,East,PROD-659,Office Supplies,Binders,Binder,910.81,3,0,92.23
ORD-102240,2023-10-25,2023-10-26,Second Class,CUST-1714,Customer_741,Corporate,USA,Houston,Texas,South,PROD-689,Office Supplies,Binders,Binder,396.73,1,0,117.77
ORD-102241,2024-10-19,2024-10-22,First Class,CUST-1400,Customer_26,Home Office,USA,Houston,Texas,South,PROD-432,Furniture,Chairs,Office Chair,752.64,8,0.2,120.32
ORD-102242,2024-06-11,2024-06-15,Second Class,CUST-1994,Customer_4,Home Office,USA,Boston,Massachusetts,East,PROD-978,Furniture,Tables,Study Table,576.02,5,0.1,45.04
ORD-102243,2024-03-31,2024-04-02,Second Class,CUST-1427,Customer_86,Corporate,USA,Los Angeles,California,West,PROD-510,Furniture,Tables,Study Table,69.68,2,0.2,1.73
ORD-102244,2023-05-16,2023-05-17,Same Day,CUST-1973,Customer_285,Corporate,USA,New York,New York,East,PROD-611,Furniture,Tables,Study Table,369.2,6,0,86.07
ORD-102245,2024-11-12,2024-11-17,First Class,CUST-1102,Customer_177,Corporate,USA,Houston,Texas,South,PROD-581,Furniture,Chairs,Office Chair,756.58,6,0,205.88
ORD-102246,2024-03-17,2024-03-20,Same Day,CUST-1827,Customer_544,Consumer,USA,New York,New York,East,PROD-398,Technology,Phones,Smartphone,398.69,1,0.1,45.61
